Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating
Excela Cream 50gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Ipca Laboratories Ltd.,IPCALAB,I
EXCEX Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Exel Cream 16Gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Ezanic 10% Gel 15gmEzanic 10% Cream 15gmEzanic 20% Gel 15gmEzanic 20% Cream 15gm,Acne," gives smooth, soft, supple and fresh feeling to the skin",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Fabeau Soap 1'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Facebenz A Gel 15gm,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R
Faceclin Gel 20gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,4.5
Faceclin A Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C
Faceclin AT Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B
Femcinol A Gel 20gm,Acne,treat the most severe form of acne (nodular acne) ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Femcinol Adp Gel 15gm,Acne,treat the most severe form of acne (nodular acne) ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Femolink Cream 20gm,Acne,treat the most severe form of acne (nodular acne) ,Lupin Ltd.,LUPIN,L
Flexon Cream 15gm,Acne, treat acne vulgaris ,Cadila Healthcare Ltd.,CADILAHC,CA
Foracne Plus Gel 15gm,Acne, treat acne vulgaris ,Abbott India Ltd.,ABBOTINDIA,ABB
Ga 12 Cream 30gm,Acne, treat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL
Ga 6 Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Glintra Gel 15gmGlintra A Gel 15gmGlintra Soap 75gmGlintra Gel 30gm,Acne,Mild to moderate acne (spots),Ipca Laboratories Ltd.,IPCALAB,I
Glocin Gel Gel(Topical) 20gmGLOCIN Gel 30gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Alembic Pharmaceuticals Ltd.,ALEMBIC,2.9
Glotret 30mg Tablet 10'SGlotret 20mg Tablet 10'SGlotret 10mg Tablet 10'SGlotret 5mg Tablet 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Glow Lite Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Glowcare Forte Cream 10gm,Acne,treat the most severe form of acne (nodular acne) ,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Glowcor Cream 20gm,Acne,treat the most severe form of acne (nodular acne) ,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Glyaha Lotion 50gm,Acne,treat the most severe form of acne (nodular acne) ,Divis Laboratories Ltd.,DIVISLAB,D
Glyaha Koj Lotion 30gm,Acne, treat acne vulgaris ,Cipla Ltd.,CIPLA,C
Glylak 70% Solution 100ml,Acne, treat acne vulgaris ,Biocon Ltd.,BIOCON,B
Hexilak Ultra C Gel 20gm,Acne, treat mild to moderate acne(spots),Aurobindo Pharma Ltd.,AUROPHARMA,AU
Hostacycline 500mg Capsule 4'S,Acne,treatment of dry scaly skin disorders of the scalp,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
HQ Lite Cream 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
HTM Cream 15gm,Acne," gives smooth, soft, supple and fresh feeling to the skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R
I Deriva 20mg Capsule 10'SI Deriva 10mg Capsule 10'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Divis Laboratories Ltd.,DIVISLAB,D
Ibitret 10mg Softgel 10'SIbitret 20mg Softgel 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Cipla Ltd.,CIPLA,C
Iret 20mg Capsule 10'S,Acne,Mild to moderate acne (spots),Biocon Ltd.,BIOCON,B
Isac 20mg Capsule 10'S,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Aurobindo Pharma Ltd.,AUROPHARMA,3.9
Isac 10mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Isina 20mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Lupin Ltd.,LUPIN,L
ISININ 20mg Capsule 10's,Acne,treat the most severe form of acne (nodular acne) ,Cadila Healthcare Ltd.,CADILAHC,CA
ISO Aret 20mg Softgel 10'S,Acne,treat the most severe form of acne (nodular acne) ,Abbott India Ltd.,ABBOTINDIA,ABB
ISO CLIN 10mg Capsule 10's,Acne,treat the most severe form of acne (nodular acne) ,Alkem Laboratories Ltd.,ALKEM,AL
ISO T 20mg Capsule 10'S,Acne, treat acne vulgaris ,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Isoace 20mg Capsule 10'SIsoace 10mg Capsule 10'S,Acne, treat acne vulgaris ,Ipca Laboratories Ltd.,IPCALAB,I
Isobest 20mg Capsule 10'SIsobest 10mg Capsule 10'S,Acne, treat mild to moderate acne(spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Isofeel 0.025 Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Isofeel 0.05 Cream 30gm,Acne,combined with anti-acne actives of both natural and synthetic origin,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Isofeel 0.1 Gel 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Isofeel 10 Capsule 10's,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R
Isofeel 20 Capsule 10's,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,4.5
Isofeel 30 Capsule 10's,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C
Isofeel 40 Capsule 10's,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B
Isoin 20mg Capsule 10'SIsoin 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Isokon 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Isopex 10mg Tablet 10'SIsopex 20mg Tablet 10'S,Acne,treat the most severe form of acne (nodular acne) ,Lupin Ltd.,LUPIN,L
Isopil 10mg Tablet 10'SIsopil 20mg Tablet 10'SIsopil 5mg Tablet 10'S,Acne, treat acne vulgaris ,Cadila Healthcare Ltd.,CADILAHC,CA
ISOTACNE 20mg Capsule 10's,Acne, treat acne vulgaris ,Abbott India Ltd.,ABBOTINDIA,ABB
Isotane 10mg Capsule 10'SIsotane 5Mg Capsule 10'sIsotane 20mg Capsule 10'S,Acne, treat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL
Isotret 20mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Isotroin 30mg Capsule 10'SIsotroin 20mg Capsule 10'SIsotroin 10mg Capsule 10'SIsotroin 0.05% Gel 15gmIsotroin 5mg Capsule 10'S,Acne,combined with anti-acne actives of both natural and synthetic origin,Ipca Laboratories Ltd.,IPCALAB,I
Isozer 10mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Kligmel Cream 15gm,Acne,Mild to moderate acne (spots),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Klincin A Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,2.5
Klinspec 1% Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Klynx Gel 10gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Lacne 20mg Capsule 10'SLacne Soap 75gmLacne Gel 15gmLacne 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) ,Divis Laboratories Ltd.,DIVISLAB,D
Lacne Foaming Face Wash Lotion 60ml,Acne,treat the most severe form of acne (nodular acne) ,Cipla Ltd.,CIPLA,C
LEE Neem Face Wash 70gm,Acne,treat the most severe form of acne (nodular acne) ,Biocon Ltd.,BIOCON,B
Litetone Cream 20gm,Acne, treat acne vulgaris ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Luminosa M Cream 20gm,Acne, treat acne vulgaris ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
MAVTRON 20mg Capsule 10's,Acne, treat mild to moderate acne(spots),Lupin Ltd.,LUPIN,L
Medapine AC Gel 15gmMedapine 1% Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Cadila Healthcare Ltd.,CADILAHC,CA
Mederma Plus Intense Gel 10gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Abbott India Ltd.,ABBOTINDIA,ABB
Medsop Soap 100gmMedsop Soap 75gmMedsop Acne Soap 75gm,Acne," gives smooth, soft, supple and fresh feeling to the skin",Alkem Laboratories Ltd.,ALKEM,AL
Melacare HC Cream 15gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Melagard Tube 1'S,Acne,treatment of dry scaly skin disorders of the scalp,Ipca Laboratories Ltd.,IPCALAB,I
Melalite Plus Cream 15gm,Acne,Mild to moderate acne (spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Melalong AD Cream 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Glenmark Pharmaceuticals Ltd.,GLENMARK,2.7
MELANORM MS Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Melasol Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Melnor Cream 20gm,Acne,treat the most severe form of acne (nodular acne) ,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Metasone Plus Cream 15gm,Acne,treat the most severe form of acne (nodular acne) ,Divis Laboratories Ltd.,DIVISLAB,D
Microbenz 3.5% Aqueous Gel 15gm,Acne,treat the most severe form of acne (nodular acne) ,Cipla Ltd.,CIPLA,C
Mimosee Gel 20gm,Acne, treat acne vulgaris ,Biocon Ltd.,BIOCON,B
Minokem N 2% Lotion 60ml,Acne, treat acne vulgaris ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Minova 100mg Tablet 4'S,Acne, treat mild to moderate acne(spots),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Minoz Bpo Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Lupin Ltd.,LUPIN,L
Minoz S Face Wash 50ml,Acne,combined with anti-acne actives of both natural and synthetic origin,Cadila Healthcare Ltd.,CADILAHC,CA
Miroir Cream 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Abbott India Ltd.,ABBOTINDIA,ABB
Momikem HT Cream 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Alkem Laboratories Ltd.,ALKEM,AL
MOMZOT HT Cream 15gm,Acne," gives smooth, soft, supple and fresh feeling to the skin",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Nayzit Gel 15gmNayzit 20mg Capsule 10'SNayzit 10mg Capsule 10'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Ipca Laboratories Ltd.,IPCALAB,I
NEUTIN Capsule 10's,Acne,Mild to moderate acne (spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Nexret 0.10% Gel 15gmNexret 0.04% Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Glenmark Pharmaceuticals Ltd.,GLENMARK,2.7
Nilac Gel 20gmNilac A Gel 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Nioclean Gel 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Nioclean AD Gel 15gm,Acne,treat the most severe form of acne (nodular acne) ,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Nioret Nano Gel 15gm,Acne,treat the most severe form of acne (nodular acne) ,Divis Laboratories Ltd.,DIVISLAB,D
NO Scars 1% Facewash 60ml,Acne,treat the most severe form of acne (nodular acne) ,Cipla Ltd.,CIPLA,C
NUPLENE C Gel 15gm,Acne, treat acne vulgaris ,Biocon Ltd.,BIOCON,B
OBRIL Cream 20gm,Acne, treat acne vulgaris ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Ocotret 10mg Tablet 10'SOcotret 20mg Tablet 10'S,Acne, treat mild to moderate acne(spots),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Oraret 10mg Capsule 10'SOraret 20mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Oxidoben Gel(Topical) 15gm,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R
Oxtiv AP Gel(Topical) 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,4.5
Paknet C Gel(Topical) 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C
Papulex Cream 15gmPapulex Cleansing Gel 100ml,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B
Percuna 2.5% Gel 20gmPercuna 5% Gel 20gm,Acne,treat the most severe form of acne (nodular acne) ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Pernex AC 2.5% Gel 20gmPernex AC 5% Gel 50gmPernex AC 5% Gel 20gm,Acne,treat the most severe form of acne (nodular acne) ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Perobar 5% Bar 75gmPerobar 2.5% Bar 75gm,Acne,treat the most severe form of acne (nodular acne) ,Lupin Ltd.,LUPIN,L
Peroclin 5% Gel 15gmPeroclin 2.5% Gel 15gm,Acne, treat acne vulgaris ,Cadila Healthcare Ltd.,CADILAHC,CA
Peroduo Gel 15gm,Acne, treat acne vulgaris ,Abbott India Ltd.,ABBOTINDIA,ABB
Perowas 2.5% Face Wash 50gm,Acne, treat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL
Perowash 2.50% Facewash 50gm,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Persol Forte Cream 20gmPersol AC 5mg Gel 20gmPersol Forte Cream 30gmPersol 2.5% Soap 75gmPersol 2.5% Gel 20gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Ipca Laboratories Ltd.,IPCALAB,I
Persol AC 2.5% Gel 30gm,Acne," gives smooth, soft, supple and fresh feeling to the skin",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Persol AC 5 Gel 30gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Persol Plus Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Pigmason Cream 20gm,Acne,Mild to moderate acne (spots),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Pimoff 1% Gel 20gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Dr. Reddys Laboratories Ltd.,DRREDDY,4.7
Pimple Cure Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Divis Laboratories Ltd.,DIVISLAB,D
Pinoin 10mg Capsule 10'SPinoin 5mg Tablet 10'SPinoin 0.05% Cream 20gmPinoin 20mg Capsule 10'SPinoin 0.025% Cream 20gmPinoin 5mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C
Postac Cream 30gm,Acne,treat the most severe form of acne (nodular acne) ,Biocon Ltd.,BIOCON,B
Purodil Tablet 30'SPurodil Gel 20gm,Acne,treat the most severe form of acne (nodular acne) ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Refinity 70% Kit 1'S,Acne,treat the most severe form of acne (nodular acne) ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Resoten 10mg Capsule 10'SResoten 20mg Capsule 10'S,Acne, treat acne vulgaris ,Lupin Ltd.,LUPIN,L
Retik Cream 30gm,Acne, treat acne vulgaris ,Cadila Healthcare Ltd.,CADILAHC,CA
Retino A Micro 0.04% Gel 15gmRetino A Micro Cream 15gm,Acne, treat mild to moderate acne(spots),Abbott India Ltd.,ABBOTINDIA,ABB
Retino A 0.025% Cream 20gmRetino A 0.05% Cream 20gm,Acne,treatment of dry scaly skin disorders of the scalp,Alkem Laboratories Ltd.,ALKEM,AL
Retino A Micro 0.1% Gel 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Retino AC Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Ipca Laboratories Ltd.,IPCALAB,I
Retiso 10mg Capsule 10'SRetiso 20mg Capsule 10'S,Acne,Mild to moderate acne (spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Revize 0.02% Creams 20gmRevize Cream 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Glenmark Pharmaceuticals Ltd.,GLENMARK,2.7
Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Salalin Lotion 15ml,Acne,treat the most severe form of acne (nodular acne) ,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Saliac Bar 75gm,Acne,treat the most severe form of acne (nodular acne) ,Divis Laboratories Ltd.,DIVISLAB,D
Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,Acne,treat the most severe form of acne (nodular acne) ,Cipla Ltd.,CIPLA,C
Salisia KT Soap 75gmSALISIA 30gm Tablet 15's,Acne, treat acne vulgaris ,Biocon Ltd.,BIOCON,B
Salix 12 Cream 40gm,Acne, treat acne vulgaris ,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Saslic Capsule 10'S,Acne, treat mild to moderate acne(spots),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Screene Ultra Lotion 100ml,Acne,treatment of dry scaly skin disorders of the scalp,Lupin Ltd.,LUPIN,L
Sebonac 1% Gel(Topical) 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Cadila Healthcare Ltd.,CADILAHC,CA
Senseal KF Gel 100gm,Acne,treatment of dry scaly skin disorders of the scalp,Abbott India Ltd.,ABBOTINDIA,ABB
Shadowz Gel 100ml,Acne,Mild to moderate acne (spots),Alkem Laboratories Ltd.,ALKEM,AL
Shaloxy FW 2% Solution 50ml,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,3.1
Skin Fair Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Ipca Laboratories Ltd.,IPCALAB,I
